srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.0,38234,149.171.126.19,62649,udp,INT,7.000000000000001e-06,630,0,254,0,0,0,-,360000000.0,0.0,2,0,0,0,0,0,315,0,0,0,0.0,0.0,1421932594,1421932594,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930754,1421930754,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,prm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930668,1421930668,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,sun-nd,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930694,1421930694,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930790,1421930790,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,pri-enc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930708,1421930708,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,7,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,8,8,8,8,8,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930756,1421930756,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,2,3,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,cphb,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930691,1421930691,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,stp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930716,1421930716,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,11,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,sm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930718,1421930718,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,13,11,2,6,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,smp,INT,6e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930748,1421930748,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,2,4,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,sccopmce,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930721,1421930721,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,8,4,4,4,Analysis,1
175.45.176.2,44441,149.171.126.17,14654,tcp,FIN,0.3856,794,268,254,252,2,1,-,14834.02441,4647.302734000001,10,6,255,255,2453111867,2087908115,79,45,0,0,2114.403294,92.79180500000001,1421932668,1421932669,39.347333,62.599,0.139209,0.072594,0.066615,0,1,0,0,0,3,2,1,1,1,1,1,Shellcode,1
175.45.176.0,2137,149.171.126.15,80,tcp,FIN,0.688562,846,268,254,252,2,1,-,8853.233398,2602.525391,10,6,255,255,210468744,2313784826,85,45,0,0,3749.7578340000005,181.071687,1421933930,1421933931,70.981222,117.643398,0.22841399999999998,0.100337,0.128077,0,1,0,0,0,3,2,1,1,1,1,1,Backdoors,1
175.45.176.2,24278,149.171.126.16,52846,tcp,FIN,0.28283400000000003,908,268,254,252,2,1,-,23137.24805,6335.87207,10,6,255,255,257666900,1503166426,91,45,0,0,1532.903053,71.231062,1421931969,1421931969,30.838778,47.611398,0.06353099999999999,0.044771,0.01876,0,1,0,0,0,3,1,1,3,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,any,INT,1.2e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930686,1421930686,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,6,6,6,6,6,Backdoors,1
175.45.176.1,31011,149.171.126.15,14681,udp,INT,4e-06,322,0,254,0,0,0,-,322000000.0,0.0,2,0,0,0,0,0,161,0,0,0,0.0,0.0,1421929586,1421929586,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,8,8,8,8,8,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7.000000000000001e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930771,1421930771,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930763,1421930763,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,ipv6-route,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930752,1421930752,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,5,2,2,2,Analysis,1
175.45.176.0,8304,149.171.126.17,12510,tcp,FIN,0.330257,564,268,254,252,2,1,-,12305.56836,5426.077147999999,10,6,255,255,336936935,1902760268,56,45,0,0,1708.5005989999997,74.604867,1421930704,1421930705,31.344333000000002,54.119602,0.10805999999999999,0.059652,0.048408,0,1,0,0,0,2,1,1,2,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,fire,INT,3e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930720,1421930720,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,13,11,7,10,6,6,7,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930791,1421930791,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,Analysis,1
175.45.176.1,7369,149.171.126.19,5081,udp,INT,1.1e-05,1474,0,254,0,0,0,-,536000000.0,0.0,2,0,0,0,0,0,737,0,0,0,0.0,0.0,1421929224,1421929224,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930725,1421930725,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,11,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930757,1421930757,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,2,6,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930760,1421930760,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930734,1421930734,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,5,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930773,1421930773,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Analysis,1
175.45.176.2,37461,149.171.126.19,40651,udp,INT,5e-06,806,0,254,0,0,0,-,644800000.0,0.0,2,0,0,0,0,0,403,0,0,0,0.0,0.0,1421927776,1421927776,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,1,1,2,1,1,1,Shellcode,1
175.45.176.0,54306,149.171.126.12,80,tcp,FIN,0.26965300000000003,1006,268,254,252,2,1,http,26878.99023,6645.578125,10,6,255,255,2140046805,853247791,101,45,1,0,1360.492067,66.16818,1421928921,1421928921,27.707444,48.263397999999995,0.055760000000000004,0.028325,0.027435,0,1,1,0,0,1,1,1,1,1,1,1,Worms,1
175.45.176.0,8498,149.171.126.14,80,tcp,CON,0.6337149999999999,756,182,62,252,2,1,-,8357.069336,1729.484131,8,4,255,255,1680821584,2960194329,95,46,0,0,5247.574522,259.878719,1421932816,1421932817,90.530714,183.766,0.154887,0.080834,0.074053,0,3,0,0,0,5,9,2,1,1,1,1,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930773,1421930773,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930725,1421930725,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,11,4,4,4,Backdoors,1
175.45.176.0,30886,149.171.126.11,24171,tcp,FIN,0.463979,748,268,254,252,2,1,-,11621.21582,3862.243652,10,6,255,255,3817271662,3999244364,75,45,0,0,2597.720197,115.56825,1421927913,1421927914,51.535556,75.434797,0.170791,0.08680399999999999,0.083987,0,1,0,0,0,1,3,2,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,uti,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930739,1421930739,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,4,7,4,4,4,Analysis,1
175.45.176.0,62516,149.171.126.13,28520,tcp,FIN,1.010406,1194,354,254,252,2,1,-,8511.429688,2454.45874,10,8,255,255,2296461928,2367026028,119,44,0,0,6451.740365,216.02968700000002,1421931681,1421931682,112.16322199999999,132.521422,0.183706,0.082749,0.100957,0,1,0,0,0,6,1,1,1,1,1,1,Shellcode,1
175.45.176.1,63031,149.171.126.15,25245,udp,INT,1e-05,130,0,254,0,0,0,-,52000000.0,0.0,2,0,0,0,0,0,65,0,0,0,0.0,0.0,1421933833,1421933833,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,ippc,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930688,1421930688,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,4,4,4,4,Backdoors,1
175.45.176.3,5806,149.171.126.13,18250,tcp,FIN,0.752632,1078,268,254,252,2,1,-,10321.11328,2380.977539,10,6,255,255,3599488260,3157768451,108,45,0,0,3950.554553,199.504063,1421933394,1421933394,70.486222,138.032203,0.14185799999999998,0.06246,0.079398,0,1,0,0,0,5,1,1,1,1,1,1,Shellcode,1
175.45.176.0,6301,149.171.126.13,27135,tcp,FIN,1.248376,1132,354,254,252,2,1,-,6530.083984000001,1986.5809329999997,10,8,255,255,165910350,1076558222,113,44,0,0,7270.0415840000005,305.569219,1421928111,1421928112,134.30200000000002,155.125719,0.257316,0.162486,0.09483,0,1,0,0,0,2,2,2,2,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930733,1421930733,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,any,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930689,1421930689,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930759,1421930759,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,8,2,2,3,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930761,1421930761,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930747,1421930747,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,7,2,2,3,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930751,1421930751,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,3,3,4,Backdoors,1
175.45.176.0,13125,149.171.126.14,80,tcp,FIN,0.818619,834,1164,62,252,2,2,-,7339.189453,10241.63867,10,10,255,255,577273581,3104577397,83,116,0,0,5396.362411,126.90114799999999,1421932843,1421932844,90.863667,83.54410899999999,0.13276,0.06672,0.06604,0,1,0,0,0,4,4,1,1,1,1,1,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930735,1421930735,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,ipnip,INT,5e-06,180,0,254,0,0,0,-,180000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930602,1421930602,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,5,5,4,5,5,4,4,Backdoors,1
175.45.176.0,57402,149.171.126.14,21554,tcp,FIN,0.71502,539,444,254,252,2,2,-,5538.306640999999,4352.325684,12,8,255,255,1914746660,138581673,45,56,0,0,4036.616408,147.470797,1421932621,1421932622,65.001818,94.30843,0.10282999999999999,0.024016,0.078814,0,1,0,0,0,2,2,1,2,1,1,1,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930773,1421930773,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,ipnip,INT,5e-06,180,0,254,0,0,0,-,180000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930602,1421930602,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,5,5,4,5,5,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,ggp,INT,5e-06,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930602,1421930602,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,5,5,4,5,5,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930762,1421930762,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,3,3,3,3,3,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930762,1421930762,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,3,3,3,3,3,Analysis,1
175.45.176.2,0,149.171.126.12,0,mobile,INT,7.6e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1421928800,1421928800,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,9,8,6,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930789,1421930789,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,2,2,2,2,2,Backdoors,1
175.45.176.1,39056,149.171.126.14,20159,tcp,FIN,0.313627,1012,268,254,252,2,1,-,23237.79492,5713.793457,10,6,255,255,2500863847,3936362210,101,45,0,0,1685.5559460000002,78.069812,1421932280,1421932280,34.847444,51.800398,0.071261,0.053999,0.017262,0,1,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,gmtp,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930708,1421930708,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,7,4,4,4,Analysis,1
175.45.176.2,18068,149.171.126.14,42884,tcp,FIN,0.317344,1018,268,254,252,2,1,-,23116.86914,5646.868652,10,6,255,255,1050143954,3794220961,102,45,0,0,1777.2083879999998,72.895781,1421930521,1421930521,32.989222,52.885602,0.13061099999999998,0.052905999999999995,0.077705,0,1,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930804,1421930804,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,3,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,ptp,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930719,1421930719,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,13,11,2,7,2,2,2,Analysis,1
175.45.176.3,1643,149.171.126.19,51243,udp,INT,1.1e-05,192,0,254,0,0,0,-,69818184.0,0.0,2,0,0,0,0,0,96,0,0,0,0.0,0.0,1421933131,1421933131,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,19,1,1,4,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,sep,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930674,1421930674,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930750,1421930750,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930757,1421930757,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,2,6,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930729,1421930729,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,swipe,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930682,1421930682,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,0,gmtp,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930708,1421930708,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,7,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,sps,INT,7.000000000000001e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930722,1421930722,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,9,6,6,6,Analysis,1
175.45.176.0,0,149.171.126.11,0,ospf,REQ,18.335655,11424,0,254,0,0,0,-,4865.710938,0.0,42,0,0,0,0,0,272,0,0,0,560.552812,0.0,1421933501,1421933520,486.06075,0.0,0.0,0.0,0.0,0,6,0,0,0,6,4,2,2,2,2,2,Backdoors,1
175.45.176.1,20318,149.171.126.19,14455,tcp,FIN,0.464537,582,268,254,252,2,1,-,9024.039062,3857.6044920000004,10,6,255,255,497851654,4248558511,58,45,0,0,2529.111458,117.48593799999999,1421930534,1421930534,48.635,75.437,0.16635999999999998,0.087349,0.079011,0,1,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930750,1421930750,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,ddx,INT,1e-05,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930715,1421930715,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930754,1421930754,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7.000000000000001e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930774,1421930774,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,ip,INT,5e-06,180,0,254,0,0,0,-,144000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930602,1421930602,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,4,2,3,3,3,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,3pc,INT,1.1e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930674,1421930674,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930760,1421930760,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930737,1421930737,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,0,mux,INT,1.2406059999999999,400,0,254,0,0,0,-,1934.538574,0.0,4,0,0,0,0,0,100,0,0,0,584.81525,0.0,1421930666,1421930667,413.535344,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,stp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930716,1421930716,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,11,4,4,4,Backdoors,1
175.45.176.1,51752,149.171.126.19,45744,udp,INT,1.1e-05,392,0,254,0,0,0,-,142545456.0,0.0,2,0,0,0,0,0,196,0,0,0,0.0,0.0,1421934206,1421934206,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,5,1,1,2,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930762,1421930762,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,3,3,3,3,3,Backdoors,1
